order_id,customer_id,amount,status,country,event_ts,load_at
o-008065,c-0271,1081.66,completed,BR,2026-06-26T20:50:00Z,2026-06-26
o-008066,c-0347,1811.80,completed,BR,2026-06-15T16:41:00Z,2026-06-16
o-008067,c-1744,1989.03,completed,BR,2026-07-04T18:09:00Z,2026-07-04
o-008068,c-1449,1328.35,completed,BR,2026-07-31T16:51:00Z,2026-08-01
o-008069,c-1850,629.19,cancelled,BR,2026-08-04T06:54:00Z,2026-08-04
o-008070,c-1370,1464.55,cancelled,BR,2026-07-07T06:56:00Z,2026-07-07
o-008071,c-1091,111.41,completed,BR,2026-06-29T17:28:00Z,2026-06-30
o-008072,c-0173,1963.31,completed,BR,2026-06-24T07:46:00Z,2026-06-24
o-008073,c-1372,1691.25,completed,BR,2026-06-21T12:49:00Z,2026-06-21
o-008074,c-1271,2423.05,completed,BR,2026-07-04T14:21:00Z,2026-07-04
o-008075,c-1594,1846.71,completed,BR,2026-07-18T12:48:00Z,2026-07-18
o-008076,c-0215,1323.93,completed,BR,2026-06-24T05:45:00Z,2026-06-24
o-008077,c-0027,400.33,cancelled,BR,2026-06-13T20:31:00Z,2026-06-14
o-008078,c-0322,2118.14,completed,BR,2026-08-15T02:20:00Z,2026-08-15
o-008079,c-1617,2441.37,cancelled,BR,2026-06-06T13:31:00Z,2026-06-07
o-008080,c-1506,16.30,completed,BR,2026-08-08T13:02:00Z,2026-08-08
o-008081,c-0041,948.35,pending,BR,2026-07-02T16:56:00Z,2026-07-03
o-008082,c-1029,1695.80,completed,BR,2026-06-08T23:23:00Z,2026-06-09
o-008083,c-0739,1383.15,pending,BR,2026-06-19T17:52:00Z,2026-06-20
o-008084,c-0514,1757.60,cancelled,BR,2026-08-11T21:19:00Z,2026-08-12
o-008085,c-1283,845.19,completed,BR,2026-08-04T17:25:00Z,2026-08-04
o-008086,c-1080,2209.53,completed,BR,2026-06-24T12:24:00Z,2026-06-24
o-008087,c-1072,303.91,completed,BR,2026-08-08T16:25:00Z,2026-08-08
o-008088,c-0282,1514.53,completed,BR,2026-07-04T07:11:00Z,2026-07-04
o-008089,c-1774,196.44,completed,BR,2026-06-17T00:30:00Z,2026-06-17
o-008090,c-0955,2230.61,pending,BR,2026-06-05T19:02:00Z,2026-06-06
o-008091,c-1445,1319.51,completed,BR,2026-07-16T00:04:00Z,2026-07-17
o-008092,c-0128,1291.46,pending,BR,2026-06-20T07:59:00Z,2026-06-21
o-008093,c-1658,800.23,completed,BR,2026-07-29T04:38:00Z,2026-07-30
o-008094,c-0711,687.07,completed,BR,2026-06-18T06:49:00Z,2026-06-19
o-008095,c-1148,1304.59,completed,BR,2026-07-24T22:19:00Z,2026-07-24
o-008096,c-1810,878.40,completed,BR,2026-07-01T07:33:00Z,2026-07-01
o-008097,c-0094,2052.85,completed,BR,2026-08-17T01:41:00Z,2026-08-17
o-008098,c-0908,1273.36,completed,BR,2026-07-04T10:00:00Z,2026-07-04
o-008099,c-1592,805.52,cancelled,BR,2026-07-02T15:50:00Z,2026-07-03
o-008100,c-1461,153.82,completed,BR,2026-07-19T06:13:00Z,2026-07-20
o-008101,c-0140,676.46,cancelled,BR,2026-07-22T08:05:00Z,2026-07-23
o-008102,c-1566,2071.43,pending,BR,2026-06-20T04:39:00Z,2026-06-21
o-008103,c-0895,1042.28,completed,BR,2026-06-27T16:56:00Z,2026-06-27
o-008104,c-1968,1750.13,completed,BR,2026-07-15T09:34:00Z,2026-07-16
o-008105,c-0154,1111.82,completed,BR,2026-07-19T21:23:00Z,2026-07-20
o-008106,c-0971,511.40,pending,BR,2026-05-31T08:55:00Z,2026-06-01
o-008107,c-0061,204.66,completed,BR,2026-06-03T19:24:00Z,2026-06-04
o-008108,c-0053,2245.89,completed,BR,2026-08-06T04:20:00Z,2026-08-07
o-008109,c-1386,1279.33,completed,BR,2026-08-17T10:59:00Z,2026-08-18
o-008110,c-1698,320.38,completed,BR,2026-08-11T17:30:00Z,2026-08-12
o-008111,c-0981,959.15,completed,BR,2026-06-09T07:19:00Z,2026-06-10
o-008112,c-1561,307.91,completed,BR,2026-06-16T14:17:00Z,2026-06-16
o-008113,c-1597,323.65,completed,BR,2026-06-12T13:52:00Z,2026-06-13
o-008114,c-1634,2033.55,pending,BR,2026-07-05T05:36:00Z,2026-07-05
o-008115,c-1871,1670.73,completed,BR,2026-07-11T05:29:00Z,2026-07-12
o-008116,c-1560,633.30,completed,BR,2026-06-25T00:14:00Z,2026-06-26
o-008117,c-1197,1586.57,completed,BR,2026-08-04T07:38:00Z,2026-08-05
o-008118,c-0740,1552.34,completed,BR,2026-07-13T21:19:00Z,2026-07-13
o-008119,c-0372,1716.17,pending,BR,2026-06-25T14:02:00Z,2026-06-26
o-008120,c-0527,2214.17,completed,BR,2026-07-12T11:32:00Z,2026-07-12
o-008121,c-1250,1655.61,pending,BR,2026-05-24T02:35:00Z,2026-05-25
o-008122,c-0789,1932.42,pending,BR,2026-06-13T14:03:00Z,2026-06-14
o-008123,c-1757,603.79,completed,BR,2026-06-10T16:28:00Z,2026-06-10
o-008124,c-1744,2190.66,pending,BR,2026-07-28T07:17:00Z,2026-07-29
o-008125,c-0461,66.51,pending,BR,2026-08-10T22:42:00Z,2026-08-11
o-008126,c-1841,1793.43,completed,BR,2026-07-01T08:55:00Z,2026-07-01
o-008127,c-1645,704.35,completed,BR,2026-06-25T17:48:00Z,2026-06-25
o-008128,c-0618,1748.70,completed,BR,2026-07-11T22:46:00Z,2026-07-11
o-008129,c-1105,1781.88,completed,BR,2026-06-24T21:11:00Z,2026-06-25
o-008130,c-0340,771.82,pending,BR,2026-06-05T03:22:00Z,2026-06-06
o-008131,c-1127,1142.98,completed,BR,2026-07-30T02:21:00Z,2026-07-31
o-008132,c-0252,2098.05,completed,BR,2026-05-31T23:31:00Z,2026-05-31
o-008133,c-0775,2331.36,pending,BR,2026-06-22T23:33:00Z,2026-06-23
o-008134,c-0405,162.33,completed,BR,2026-08-12T06:57:00Z,2026-08-12
o-008135,c-1166,1728.64,completed,BR,2026-07-16T13:55:00Z,2026-07-16
o-008136,c-0869,428.19,pending,BR,2026-08-15T12:39:00Z,2026-08-16
o-008137,c-0983,2200.33,completed,BR,2026-06-01T16:08:00Z,2026-06-01
o-008138,c-0640,1163.78,cancelled,BR,2026-08-11T05:08:00Z,2026-08-12
o-008139,c-1012,1015.02,cancelled,BR,2026-08-01T13:28:00Z,2026-08-01
o-008140,c-1407,1142.33,completed,BR,2026-07-18T02:40:00Z,2026-07-19
o-008141,c-1063,1665.65,completed,BR,2026-08-09T04:21:00Z,2026-08-10
o-008142,c-1100,929.65,completed,BR,2026-07-02T04:38:00Z,2026-07-02
o-008143,c-0054,1963.94,completed,BR,2026-05-31T07:49:00Z,2026-06-01
o-008144,c-0490,631.58,completed,BR,2026-06-28T15:53:00Z,2026-06-28
o-008145,c-1975,168.39,pending,BR,2026-07-28T05:54:00Z,2026-07-28
o-008146,c-1943,170.20,completed,BR,2026-08-03T10:05:00Z,2026-08-04
o-008147,c-0189,1956.56,cancelled,BR,2026-07-19T00:27:00Z,2026-07-20
o-008148,c-0967,1634.63,cancelled,BR,2026-08-08T06:52:00Z,2026-08-08
o-008149,c-0430,247.49,pending,BR,2026-06-30T10:15:00Z,2026-06-30
o-008150,c-0396,1003.62,completed,BR,2026-07-06T10:00:00Z,2026-07-06
o-008151,c-1969,905.06,completed,BR,2026-06-14T23:05:00Z,2026-06-14
o-008152,c-0206,405.44,cancelled,BR,2026-08-20T12:28:00Z,2026-08-21
o-008153,c-1576,2140.28,completed,BR,2026-08-05T18:42:00Z,2026-08-06
o-008154,c-1739,1429.25,pending,BR,2026-07-19T15:02:00Z,2026-07-19
o-008155,c-0196,1758.69,completed,BR,2026-07-08T13:34:00Z,2026-07-08
o-008156,c-0758,1381.89,completed,BR,2026-05-31T08:51:00Z,2026-05-31
o-008157,c-0676,770.01,completed,BR,2026-06-16T12:55:00Z,2026-06-17
o-008158,c-1262,1278.18,completed,BR,2026-06-21T13:32:00Z,2026-06-22
o-008159,c-0482,1051.29,pending,BR,2026-06-30T21:19:00Z,2026-07-01
o-008160,c-1839,1450.97,pending,BR,2026-05-26T21:25:00Z,2026-05-26
o-008161,c-1540,335.06,completed,BR,2026-07-19T06:36:00Z,2026-07-19
o-008162,c-1298,72.67,pending,BR,2026-05-25T08:08:00Z,2026-05-26
o-008163,c-0301,1541.90,pending,BR,2026-06-01T02:39:00Z,2026-06-01
o-008164,c-0546,1120.01,cancelled,BR,2026-08-13T20:21:00Z,2026-08-13
o-008165,c-0883,1507.12,completed,BR,2026-06-13T01:36:00Z,2026-06-13
o-008166,c-1030,1202.93,pending,BR,2026-06-04T04:59:00Z,2026-06-04
o-008167,c-0442,1281.45,pending,BR,2026-08-09T16:12:00Z,2026-08-09
o-008168,c-0215,925.86,completed,BR,2026-08-16T21:23:00Z,2026-08-17
o-008169,c-1926,748.68,cancelled,BR,2026-06-02T13:35:00Z,2026-06-02
o-008170,c-1481,1572.03,completed,BR,2026-05-27T07:02:00Z,2026-05-28
o-008171,c-1490,2417.47,completed,BR,2026-07-03T21:44:00Z,2026-07-04
o-008172,c-1783,1052.97,completed,BR,2026-08-20T06:07:00Z,2026-08-21
o-008173,c-0433,2294.55,completed,BR,2026-07-07T15:16:00Z,2026-07-07
o-008174,c-0381,260.38,pending,BR,2026-06-07T11:17:00Z,2026-06-08
o-008175,c-1269,1580.24,completed,BR,2026-08-10T04:36:00Z,2026-08-10
o-008176,c-1554,1710.07,completed,BR,2026-06-05T19:24:00Z,2026-06-05
o-008177,c-1234,2161.39,completed,BR,2026-06-29T02:31:00Z,2026-06-30
o-008178,c-0650,2385.89,completed,BR,2026-05-25T11:36:00Z,2026-05-26
o-008179,c-1111,1588.02,pending,BR,2026-05-26T18:01:00Z,2026-05-26
o-008180,c-0862,2062.12,completed,BR,2026-06-02T10:57:00Z,2026-06-02
o-008181,c-1520,1043.80,completed,BR,2026-06-29T06:38:00Z,2026-06-30
o-008182,c-0746,1581.01,cancelled,BR,2026-08-14T08:57:00Z,2026-08-15
o-008183,c-0426,319.62,completed,BR,2026-08-05T13:02:00Z,2026-08-05
o-008184,c-0762,495.14,completed,BR,2026-08-11T00:22:00Z,2026-08-11
o-008185,c-0367,1987.00,completed,BR,2026-07-17T23:11:00Z,2026-07-18
o-008186,c-1387,2471.69,completed,BR,2026-08-02T20:44:00Z,2026-08-02
o-008187,c-1770,1999.65,cancelled,BR,2026-07-25T01:16:00Z,2026-07-26
o-008188,c-0566,1380.66,completed,BR,2026-07-03T11:06:00Z,2026-07-04
o-008189,c-1168,1831.89,completed,BR,2026-06-28T01:53:00Z,2026-06-29
o-008190,c-1828,1913.11,pending,BR,2026-08-17T09:06:00Z,2026-08-17
o-008191,c-1868,1602.29,completed,BR,2026-06-17T18:06:00Z,2026-06-17
o-008192,c-0481,1285.17,pending,BR,2026-06-01T22:25:00Z,2026-06-02
o-008193,c-1020,1104.32,completed,BR,2026-08-17T11:09:00Z,2026-08-17
o-008194,c-1040,2285.11,completed,BR,2026-07-26T12:33:00Z,2026-07-26
o-008195,c-0535,1739.12,completed,BR,2026-06-25T04:37:00Z,2026-06-25
o-008196,c-0067,2491.56,completed,BR,2026-08-15T16:37:00Z,2026-08-15
o-008197,c-0669,1935.29,pending,BR,2026-08-12T10:30:00Z,2026-08-12
o-008198,c-1247,1789.06,cancelled,BR,2026-05-28T06:30:00Z,2026-05-28
o-008199,c-0439,1133.23,completed,BR,2026-06-02T04:03:00Z,2026-06-03
o-008200,c-1981,1381.68,completed,BR,2026-08-03T20:44:00Z,2026-08-04
o-008201,c-1064,890.16,completed,BR,2026-07-20T08:33:00Z,2026-07-21
o-008202,c-1941,1380.29,pending,BR,2026-06-24T00:46:00Z,2026-06-25
o-008203,c-1416,1636.31,cancelled,BR,2026-05-24T10:03:00Z,2026-05-24
o-008204,c-1134,256.94,completed,BR,2026-07-11T02:31:00Z,2026-07-11
o-008205,c-0005,97.82,completed,BR,2026-07-07T09:46:00Z,2026-07-07
o-008206,c-1483,2126.58,cancelled,BR,2026-06-09T21:12:00Z,2026-06-10
o-008207,c-1037,2313.48,completed,BR,2026-08-05T09:43:00Z,2026-08-06
o-008208,c-0339,799.22,pending,BR,2026-08-20T18:24:00Z,2026-08-20
o-008209,c-0662,2105.46,completed,BR,2026-06-26T08:06:00Z,2026-06-26
o-008210,c-1359,2402.55,pending,BR,2026-08-03T17:28:00Z,2026-08-03
o-008211,c-0129,2278.98,completed,BR,2026-06-16T21:08:00Z,2026-06-16
o-008212,c-0683,368.39,completed,BR,2026-07-25T13:07:00Z,2026-07-25
o-008213,c-0198,2212.63,completed,BR,2026-06-21T05:16:00Z,2026-06-21
o-008214,c-1227,1018.53,completed,BR,2026-06-09T21:26:00Z,2026-06-09
o-008215,c-0270,313.01,pending,BR,2026-07-14T22:36:00Z,2026-07-15
o-008216,c-1058,224.66,completed,BR,2026-08-12T01:00:00Z,2026-08-12
o-008217,c-0132,415.92,completed,BR,2026-08-20T00:07:00Z,2026-08-21
o-008218,c-0932,1451.36,completed,BR,2026-07-09T20:24:00Z,2026-07-10
o-008219,c-1855,618.11,completed,BR,2026-08-13T06:24:00Z,2026-08-14
o-008220,c-0204,737.11,completed,BR,2026-07-12T05:11:00Z,2026-07-12
o-008221,c-1536,1219.23,completed,BR,2026-08-13T01:20:00Z,2026-08-13
o-008222,c-1050,1686.45,pending,BR,2026-08-04T20:00:00Z,2026-08-05
o-008223,c-1496,1536.26,completed,BR,2026-06-26T05:33:00Z,2026-06-26
o-008224,c-0893,1360.78,completed,BR,2026-07-04T14:31:00Z,2026-07-04
o-008225,c-0176,70.57,completed,BR,2026-06-15T14:18:00Z,2026-06-15
o-008226,c-1953,130.77,cancelled,BR,2026-08-05T02:58:00Z,2026-08-06
o-008227,c-1518,1154.12,pending,BR,2026-07-27T23:53:00Z,2026-07-27
o-008228,c-0765,852.23,completed,BR,2026-07-01T18:22:00Z,2026-07-02
o-008229,c-0343,1558.65,completed,BR,2026-08-11T10:08:00Z,2026-08-11
o-008230,c-0197,1212.36,completed,BR,2026-07-01T04:16:00Z,2026-07-02
o-008231,c-1897,1609.56,completed,BR,2026-07-30T01:42:00Z,2026-07-30
o-008232,c-0047,2228.35,completed,BR,2026-08-13T14:11:00Z,2026-08-14
o-008233,c-0644,1938.46,completed,BR,2026-06-23T23:16:00Z,2026-06-23
o-008234,c-0068,784.36,completed,BR,2026-07-24T16:48:00Z,2026-07-24
o-008235,c-0501,271.19,completed,BR,2026-07-10T04:46:00Z,2026-07-11
o-008236,c-0466,156.09,completed,BR,2026-06-09T08:54:00Z,2026-06-09
o-008237,c-0450,44.08,completed,BR,2026-06-18T02:18:00Z,2026-06-19
o-008238,c-0620,2082.93,completed,BR,2026-06-28T07:29:00Z,2026-06-29
o-008239,c-1029,1696.33,completed,BR,2026-07-09T10:42:00Z,2026-07-09
o-008240,c-1514,337.18,completed,BR,2026-07-22T00:42:00Z,2026-07-22
o-008241,c-0876,137.42,completed,BR,2026-07-21T12:39:00Z,2026-07-22
o-008242,c-1255,1461.35,cancelled,BR,2026-07-19T22:11:00Z,2026-07-20
o-008243,c-0826,1681.28,completed,BR,2026-07-01T02:04:00Z,2026-07-01
o-008244,c-0713,43.47,completed,BR,2026-07-17T09:39:00Z,2026-07-18
o-008245,c-0926,423.89,completed,BR,2026-07-13T06:13:00Z,2026-07-14
o-008246,c-1037,70.59,completed,BR,2026-06-06T03:39:00Z,2026-06-07
o-008247,c-1023,788.87,completed,BR,2026-07-07T20:11:00Z,2026-07-07
o-008248,c-0094,242.40,completed,BR,2026-07-23T00:46:00Z,2026-07-24
o-008249,c-0292,325.82,completed,BR,2026-08-03T23:14:00Z,2026-08-03
o-008250,c-1330,1795.75,completed,BR,2026-08-01T02:51:00Z,2026-08-02
o-008251,c-0476,534.43,completed,BR,2026-06-01T13:25:00Z,2026-06-02
o-008252,c-0630,1697.13,cancelled,BR,2026-07-14T18:31:00Z,2026-07-14
o-008253,c-0999,290.62,completed,BR,2026-07-29T22:37:00Z,2026-07-30
o-008254,c-1839,174.52,completed,BR,2026-07-09T15:34:00Z,2026-07-10
o-008255,c-0263,603.49,completed,BR,2026-06-17T15:07:00Z,2026-06-18
o-008256,c-1326,925.53,cancelled,BR,2026-07-13T00:11:00Z,2026-07-14
o-008257,c-0618,329.92,completed,BR,2026-06-14T23:53:00Z,2026-06-15
o-008258,c-0695,1993.49,completed,BR,2026-06-28T22:24:00Z,2026-06-28
o-008259,c-0914,177.63,completed,BR,2026-08-13T17:31:00Z,2026-08-14
o-008260,c-1771,69.39,completed,BR,2026-07-07T20:44:00Z,2026-07-08
o-008261,c-1285,168.37,pending,BR,2026-07-25T16:16:00Z,2026-07-26
o-008262,c-0572,127.46,completed,BR,2026-07-24T08:49:00Z,2026-07-25
o-008263,c-0349,694.07,cancelled,BR,2026-07-18T19:52:00Z,2026-07-18
o-008264,c-0832,977.38,cancelled,BR,2026-06-28T09:34:00Z,2026-06-29
o-008265,c-1610,2495.70,completed,BR,2026-06-07T17:33:00Z,2026-06-07
o-008266,c-0834,174.29,completed,BR,2026-07-24T22:28:00Z,2026-07-24
o-008267,c-0606,2059.96,completed,BR,2026-08-06T13:28:00Z,2026-08-07
o-008268,c-0768,1752.15,completed,BR,2026-06-22T22:15:00Z,2026-06-22
o-008269,c-1312,1293.63,pending,BR,2026-07-28T03:20:00Z,2026-07-29
o-008270,c-1015,821.09,completed,BR,2026-06-19T10:17:00Z,2026-06-20
o-008271,c-0704,1656.38,completed,BR,2026-08-12T00:46:00Z,2026-08-13
o-008272,c-1232,1960.30,completed,BR,2026-07-18T20:03:00Z,2026-07-19
o-008273,c-1293,1601.55,completed,BR,2026-06-18T00:01:00Z,2026-06-18
o-008274,c-0994,493.62,pending,BR,2026-06-25T03:09:00Z,2026-06-26
o-008275,c-0353,2404.04,completed,BR,2026-06-05T20:11:00Z,2026-06-06
o-008276,c-0783,1122.26,completed,BR,2026-05-29T11:23:00Z,2026-05-30
o-008277,c-1615,1616.11,completed,BR,2026-07-03T03:31:00Z,2026-07-04
o-008278,c-0592,1588.46,completed,BR,2026-07-03T04:59:00Z,2026-07-04
o-008279,c-0631,2281.77,pending,BR,2026-06-26T06:28:00Z,2026-06-27
o-008280,c-0317,1265.69,completed,BR,2026-06-11T00:11:00Z,2026-06-11
o-008281,c-0106,691.63,completed,BR,2026-06-29T18:25:00Z,2026-06-29
o-008282,c-0938,409.02,completed,BR,2026-05-30T21:06:00Z,2026-05-31
o-008283,c-1052,1156.01,completed,BR,2026-07-14T14:14:00Z,2026-07-15
o-008284,c-0349,937.96,completed,BR,2026-06-22T05:07:00Z,2026-06-23
o-008285,c-0799,1803.08,cancelled,BR,2026-06-16T05:03:00Z,2026-06-17
o-008286,c-1501,7.67,pending,BR,2026-05-28T12:57:00Z,2026-05-29
o-008287,c-1865,1572.77,completed,BR,2026-07-04T17:33:00Z,2026-07-05
o-008288,c-0559,1675.26,completed,BR,2026-07-12T08:37:00Z,2026-07-13
o-008289,c-0148,263.19,pending,BR,2026-05-27T21:10:00Z,2026-05-27
o-008290,c-1102,1426.47,completed,BR,2026-05-27T09:03:00Z,2026-05-28
o-008291,c-0295,616.16,completed,BR,2026-07-08T03:44:00Z,2026-07-09
o-008292,c-0646,315.90,completed,BR,2026-08-06T05:56:00Z,2026-08-07
o-008293,c-0057,846.62,completed,BR,2026-06-21T02:17:00Z,2026-06-21
o-008294,c-0554,2247.56,completed,BR,2026-07-25T01:57:00Z,2026-07-26
o-008295,c-0445,201.28,completed,BR,2026-07-20T14:10:00Z,2026-07-20
o-008296,c-0294,1405.59,completed,BR,2026-08-07T10:58:00Z,2026-08-07
o-008297,c-1503,1003.53,cancelled,BR,2026-06-13T17:46:00Z,2026-06-14
o-008298,c-0068,209.69,pending,BR,2026-08-19T20:30:00Z,2026-08-20
o-008299,c-1957,537.49,completed,BR,2026-07-28T01:07:00Z,2026-07-28
o-008300,c-0131,2017.34,completed,BR,2026-07-06T05:43:00Z,2026-07-06
o-008301,c-1936,523.66,completed,BR,2026-06-13T04:13:00Z,2026-06-14
o-008302,c-1012,841.89,completed,BR,2026-07-29T00:25:00Z,2026-07-29
o-008303,c-1289,471.85,completed,BR,2026-08-18T19:25:00Z,2026-08-19
o-008304,c-0840,91.44,pending,BR,2026-06-13T13:06:00Z,2026-06-14
o-008305,c-1483,1860.22,completed,BR,2026-07-01T04:29:00Z,2026-07-01
o-008306,c-0403,1648.43,completed,BR,2026-05-30T04:07:00Z,2026-05-31
o-008307,c-1373,955.28,pending,BR,2026-08-09T23:48:00Z,2026-08-09
o-008308,c-0639,1186.58,completed,BR,2026-05-29T04:39:00Z,2026-05-30
o-008309,c-1356,1895.82,completed,BR,2026-07-08T08:18:00Z,2026-07-08
o-008310,c-1203,1871.84,pending,BR,2026-06-25T06:31:00Z,2026-06-26
o-008311,c-1776,87.64,completed,BR,2026-07-15T14:59:00Z,2026-07-15
o-008312,c-0677,31.47,completed,BR,2026-06-13T07:28:00Z,2026-06-13
o-008313,c-1543,689.20,completed,BR,2026-07-03T12:00:00Z,2026-07-04
o-008314,c-1101,1901.28,pending,BR,2026-06-03T02:37:00Z,2026-06-03
o-008315,c-1867,1014.48,pending,BR,2026-06-22T05:55:00Z,2026-06-22
o-008316,c-1379,1013.63,completed,BR,2026-06-06T02:52:00Z,2026-06-07
o-008317,c-1042,845.28,completed,BR,2026-08-08T22:10:00Z,2026-08-09
o-008318,c-0366,1992.31,completed,BR,2026-07-13T19:18:00Z,2026-07-13
o-008319,c-1563,368.85,pending,BR,2026-08-08T04:59:00Z,2026-08-09
o-008320,c-0506,1367.97,completed,BR,2026-07-18T10:50:00Z,2026-07-19
o-008321,c-1980,2322.57,completed,BR,2026-07-13T11:43:00Z,2026-07-14
o-008322,c-0332,403.89,completed,BR,2026-07-08T16:57:00Z,2026-07-08
o-008323,c-0893,1085.06,completed,BR,2026-08-02T06:15:00Z,2026-08-03
o-008324,c-0098,1286.87,pending,BR,2026-06-16T15:32:00Z,2026-06-16
o-008325,c-0804,2126.45,completed,BR,2026-08-12T18:11:00Z,2026-08-13
o-008326,c-0850,1308.51,completed,BR,2026-07-28T00:34:00Z,2026-07-28
o-008327,c-0986,1474.16,completed,BR,2026-06-22T01:01:00Z,2026-06-22
o-008328,c-0382,2029.86,completed,BR,2026-07-08T00:39:00Z,2026-07-08
o-008329,c-1418,1025.87,pending,BR,2026-06-27T15:55:00Z,2026-06-27
o-008330,c-1268,392.69,completed,BR,2026-06-20T14:51:00Z,2026-06-20
o-008331,c-0543,359.32,completed,BR,2026-07-22T09:28:00Z,2026-07-22
o-008332,c-1022,2070.44,completed,BR,2026-06-14T20:09:00Z,2026-06-15
o-008333,c-1483,1759.94,completed,BR,2026-08-04T10:16:00Z,2026-08-04
o-008334,c-1022,2058.95,pending,BR,2026-06-08T19:15:00Z,2026-06-08
o-008335,c-1925,991.07,completed,BR,2026-07-27T06:09:00Z,2026-07-28
o-008336,c-0061,1699.22,completed,BR,2026-07-27T02:50:00Z,2026-07-28
o-008337,c-1253,1258.34,completed,BR,2026-08-16T13:58:00Z,2026-08-16
o-008338,c-1362,1255.45,completed,BR,2026-07-26T00:38:00Z,2026-07-26
o-008339,c-0539,53.44,completed,BR,2026-07-12T23:11:00Z,2026-07-13
o-008340,c-0301,2488.22,pending,BR,2026-07-04T04:11:00Z,2026-07-05
o-008341,c-0737,1507.72,completed,BR,2026-07-24T07:51:00Z,2026-07-24
o-008342,c-1413,1760.83,completed,BR,2026-06-14T05:57:00Z,2026-06-14
o-008343,c-0209,2002.16,cancelled,BR,2026-06-22T04:20:00Z,2026-06-22
o-008344,c-1592,245.35,completed,BR,2026-08-05T06:49:00Z,2026-08-05
o-008345,c-1161,2331.20,completed,BR,2026-07-08T03:05:00Z,2026-07-09
o-008346,c-0693,2037.96,cancelled,BR,2026-05-31T13:00:00Z,2026-06-01
o-008347,c-0356,1938.41,completed,BR,2026-08-06T10:56:00Z,2026-08-06
o-008348,c-0461,502.24,completed,BR,2026-05-23T23:21:00Z,2026-05-24
o-008349,c-0663,2110.37,completed,BR,2026-07-13T12:47:00Z,2026-07-14
o-008350,c-1858,2399.21,completed,BR,2026-08-18T02:32:00Z,2026-08-18
o-008351,c-0435,2281.85,completed,BR,2026-05-23T14:09:00Z,2026-05-23
o-008352,c-1510,1435.51,completed,BR,2026-06-03T17:16:00Z,2026-06-04
o-008353,c-0676,2316.43,pending,BR,2026-07-14T06:27:00Z,2026-07-15
o-008354,c-1855,1970.48,cancelled,BR,2026-07-20T23:55:00Z,2026-07-21
o-008355,c-1329,2185.65,completed,BR,2026-08-10T18:04:00Z,2026-08-11
o-008356,c-1690,1034.08,completed,BR,2026-05-30T23:11:00Z,2026-05-30
o-008357,c-0405,948.71,cancelled,BR,2026-08-04T22:36:00Z,2026-08-05
o-008358,c-1406,264.83,completed,BR,2026-07-19T21:00:00Z,2026-07-20
o-008359,c-0404,2218.98,completed,BR,2026-06-11T09:38:00Z,2026-06-11
o-008360,c-1745,1048.14,completed,BR,2026-06-07T15:29:00Z,2026-06-08
o-008361,c-1565,682.58,cancelled,BR,2026-06-10T05:09:00Z,2026-06-10
o-008362,c-1757,468.90,completed,BR,2026-08-13T03:51:00Z,2026-08-14
o-008363,c-0393,2433.35,completed,BR,2026-08-18T18:01:00Z,2026-08-18
o-008364,c-0528,1112.17,completed,BR,2026-07-03T03:02:00Z,2026-07-03
o-008365,c-1211,2320.64,completed,BR,2026-08-02T10:00:00Z,2026-08-02
o-008366,c-0482,424.89,completed,BR,2026-06-30T10:13:00Z,2026-07-01
o-008367,c-0180,2413.34,completed,BR,2026-07-16T23:12:00Z,2026-07-17
o-008368,c-0462,168.27,completed,BR,2026-06-01T19:43:00Z,2026-06-01
o-008369,c-1831,2499.99,completed,BR,2026-06-17T11:16:00Z,2026-06-18
o-008370,c-1287,217.36,completed,BR,2026-06-25T06:15:00Z,2026-06-25
o-008371,c-0663,760.22,completed,BR,2026-07-14T17:36:00Z,2026-07-14
o-008372,c-1412,1686.74,completed,BR,2026-07-31T04:36:00Z,2026-08-01
o-008373,c-0699,1932.38,completed,BR,2026-06-14T16:59:00Z,2026-06-15
o-008374,c-0710,1154.85,completed,BR,2026-07-15T18:43:00Z,2026-07-15
o-008375,c-1550,1412.65,completed,BR,2026-06-02T13:47:00Z,2026-06-02
o-008376,c-0757,2353.87,completed,BR,2026-06-17T03:58:00Z,2026-06-18
o-008377,c-0660,625.77,completed,BR,2026-06-04T06:13:00Z,2026-06-05
o-008378,c-0228,1967.80,completed,BR,2026-08-19T09:54:00Z,2026-08-20
o-008379,c-0168,1080.53,completed,BR,2026-05-24T10:17:00Z,2026-05-24
o-008380,c-0464,1134.42,completed,BR,2026-08-16T22:53:00Z,2026-08-16
o-008381,c-0784,1176.70,completed,BR,2026-08-20T08:30:00Z,2026-08-20
o-008382,c-0856,1515.66,cancelled,BR,2026-07-09T07:51:00Z,2026-07-09
o-008383,c-0357,274.50,pending,BR,2026-08-07T09:54:00Z,2026-08-07
o-008384,c-1358,1720.23,completed,BR,2026-07-19T04:38:00Z,2026-07-20
o-008385,c-0915,2464.96,pending,BR,2026-06-26T02:35:00Z,2026-06-27
o-008386,c-0348,1534.08,completed,BR,2026-06-05T20:24:00Z,2026-06-06
o-008387,c-1131,2314.40,completed,BR,2026-07-02T23:44:00Z,2026-07-03
o-008388,c-1414,648.33,cancelled,BR,2026-05-24T03:38:00Z,2026-05-24
o-008389,c-1308,912.24,completed,BR,2026-06-07T14:21:00Z,2026-06-08
o-008390,c-1637,8.02,completed,BR,2026-06-05T13:07:00Z,2026-06-06
